# Time Dx Dy Dz magD
0.369 -1.73322e-05 2.97834e-05 -3.18694e-06 3.46065e-05
0.37 -1.72985e-05 2.97717e-05 -3.18338e-06 3.45793e-05
0.371 -1.72552e-05 2.97561e-05 -3.17872e-06 3.45438e-05
0.372 -1.72116e-05 2.97408e-05 -3.17422e-06 3.45084e-05
0.373 -1.71723e-05 2.97262e-05 -3.16974e-06 3.44758e-05
0.374 -1.71282e-05 2.97113e-05 -3.16476e-06 3.44406e-05
0.375 -1.70896e-05 2.96983e-05 -3.16064e-06 3.44098e-05
0.376 -1.70396e-05 2.96803e-05 -3.15478e-06 3.43689e-05
0.377 -1.6995e-05 2.96648e-05 -3.14985e-06 3.43329e-05
0.378 -1.69464e-05 2.96482e-05 -3.14449e-06 3.4294e-05
0.379 -1.69027e-05 2.96331e-05 -3.13961e-06 3.4259e-05
0.38 -1.68497e-05 2.96145e-05 -3.13349e-06 3.42163e-05
0.381 -1.67918e-05 2.95946e-05 -3.12711e-06 3.41699e-05
0.382 -1.67362e-05 2.95751e-05 -3.1207e-06 3.41251e-05
0.383 -1.66868e-05 2.95588e-05 -3.11512e-06 3.40863e-05
0.384 -1.66305e-05 2.9539e-05 -3.10858e-06 3.4041e-05
0.385 -1.65742e-05 2.95195e-05 -3.10215e-06 3.3996e-05
0.386 -1.65114e-05 2.94969e-05 -3.09455e-06 3.39451e-05
0.387 -1.64566e-05 2.94783e-05 -3.08804e-06 3.39017e-05
0.388 -1.63954e-05 2.94578e-05 -3.08131e-06 3.38536e-05
0.389 -1.6338e-05 2.9438e-05 -3.07452e-06 3.3808e-05
0.39 -1.62698e-05 2.94146e-05 -3.06644e-06 3.37539e-05
0.391 -1.62139e-05 2.93947e-05 -3.05968e-06 3.37091e-05
0.392 -1.61474e-05 2.93717e-05 -3.05196e-06 3.36563e-05
0.393 -1.60841e-05 2.93492e-05 -3.04414e-06 3.36056e-05
0.394 -1.60172e-05 2.93258e-05 -3.03632e-06 3.35525e-05
0.395 -1.59557e-05 2.93051e-05 -3.0295e-06 3.35045e-05
0.396 -1.58884e-05 2.92816e-05 -3.02153e-06 3.34513e-05
0.397 -1.5822e-05 2.92586e-05 -3.01367e-06 3.33989e-05
0.398 -1.57483e-05 2.92331e-05 -3.00483e-06 3.33409e-05
0.399 -1.56824e-05 2.92102e-05 -2.99711e-06 3.3289e-05
0.4 -1.56162e-05 2.91873e-05 -2.98931e-06 3.3237e-05
0.401 -1.55476e-05 2.91642e-05 -2.98129e-06 3.31838e-05
0.402 -1.54803e-05 2.91408e-05 -2.97337e-06 3.3131e-05
0.403 -1.54124e-05 2.91169e-05 -2.96544e-06 3.30776e-05
0.404 -1.53339e-05 2.90898e-05 -2.95609e-06 3.30164e-05
0.405 -1.52685e-05 2.90669e-05 -2.94808e-06 3.29652e-05
0.406 -1.51999e-05 2.90432e-05 -2.94007e-06 3.29118e-05
0.407 -1.51291e-05 2.90192e-05 -2.93228e-06 3.28572e-05
0.408 -1.50555e-05 2.89921e-05 -2.92317e-06 3.27987e-05
0.409 -1.49849e-05 2.89685e-05 -2.91499e-06 3.27448e-05
0.41 -1.49174e-05 2.8945e-05 -2.90718e-06 3.26924e-05
0.411 -1.48443e-05 2.89185e-05 -2.89853e-06 3.26349e-05
0.412 -1.47681e-05 2.88922e-05 -2.88967e-06 3.25762e-05
0.413 -1.4702e-05 2.88694e-05 -2.8819e-06 3.25253e-05
0.414 -1.46262e-05 2.88425e-05 -2.87292e-06 3.24664e-05
0.415 -1.45603e-05 2.88199e-05 -2.86522e-06 3.2416e-05
0.416 -1.44845e-05 2.87931e-05 -2.85626e-06 3.23574e-05
0.417 -1.44181e-05 2.87704e-05 -2.84847e-06 3.23069e-05
0.418 -1.43477e-05 2.87465e-05 -2.84076e-06 3.22535e-05
0.419 -1.42759e-05 2.87206e-05 -2.83202e-06 3.21977e-05
0.42 -1.42018e-05 2.8694e-05 -2.8231e-06 3.21404e-05
0.421 -1.41355e-05 2.86715e-05 -2.81523e-06 3.20904e-05
0.422 -1.40707e-05 2.8648e-05 -2.80726e-06 3.20402e-05
0.423 -1.3995e-05 2.86212e-05 -2.79806e-06 3.19822e-05
0.424 -1.39305e-05 2.85985e-05 -2.7902e-06 3.1933e-05
0.425 -1.38615e-05 2.85748e-05 -2.78219e-06 3.18811e-05
0.426 -1.37977e-05 2.85519e-05 -2.77457e-06 3.18321e-05
0.427 -1.37276e-05 2.85269e-05 -2.76597e-06 3.17786e-05
0.428 -1.36642e-05 2.8504e-05 -2.75843e-06 3.173e-05
0.429 -1.35958e-05 2.84807e-05 -2.75067e-06 3.16791e-05
0.43 -1.35328e-05 2.8459e-05 -2.74333e-06 3.16319e-05
0.431 -1.3464e-05 2.84339e-05 -2.73475e-06 3.15791e-05
0.432 -1.34032e-05 2.84119e-05 -2.72722e-06 3.15328e-05
0.433 -1.33407e-05 2.839e-05 -2.71969e-06 3.14859e-05
0.434 -1.32794e-05 2.83684e-05 -2.71219e-06 3.14398e-05
0.435 -1.32178e-05 2.83464e-05 -2.70465e-06 3.13934e-05
0.436 -1.31621e-05 2.83282e-05 -2.69826e-06 3.1353e-05
0.437 -1.31053e-05 2.83069e-05 -2.69108e-06 3.13093e-05
0.438 -1.3044e-05 2.8285e-05 -2.68384e-06 3.12632e-05
0.439 -1.29882e-05 2.82665e-05 -2.67765e-06 3.12227e-05
0.44 -1.29323e-05 2.82452e-05 -2.67058e-06 3.11796e-05
0.441 -1.28784e-05 2.8227e-05 -2.66472e-06 3.11403e-05
0.442 -1.28275e-05 2.8209e-05 -2.65879e-06 3.11025e-05
0.443 -1.2771e-05 2.81881e-05 -2.65188e-06 3.10596e-05
0.444 -1.2721e-05 2.81708e-05 -2.64583e-06 3.10228e-05
0.445 -1.26707e-05 2.81531e-05 -2.63982e-06 3.09857e-05
0.446 -1.26207e-05 2.81356e-05 -2.63376e-06 3.09488e-05
0.447 -1.25767e-05 2.81202e-05 -2.62879e-06 3.09165e-05
0.448 -1.25273e-05 2.81026e-05 -2.62309e-06 3.088e-05
0.449 -1.24824e-05 2.80861e-05 -2.61729e-06 3.08462e-05
0.45 -1.24351e-05 2.80688e-05 -2.61147e-06 3.08108e-05
0.451 -1.23925e-05 2.80547e-05 -2.60693e-06 3.07805e-05
0.452 -1.23541e-05 2.80405e-05 -2.6023e-06 3.07517e-05
0.453 -1.23118e-05 2.80249e-05 -2.59695e-06 3.07201e-05
0.454 -1.2279e-05 2.80139e-05 -2.59365e-06 3.06965e-05
0.455 -1.22356e-05 2.79981e-05 -2.58818e-06 3.06643e-05
0.456 -1.21973e-05 2.79845e-05 -2.58374e-06 3.06363e-05
0.457 -1.21667e-05 2.79745e-05 -2.58029e-06 3.06146e-05
0.458 -1.21339e-05 2.79619e-05 -2.57622e-06 3.05897e-05
0.459 -1.2106e-05 2.79522e-05 -2.57295e-06 3.05696e-05
0.46 -1.20698e-05 2.79393e-05 -2.56874e-06 3.05432e-05
0.461 -1.20425e-05 2.79297e-05 -2.56559e-06 3.05233e-05
0.462 -1.20159e-05 2.79205e-05 -2.5625e-06 3.05041e-05
0.463 -1.19938e-05 2.79138e-05 -2.56049e-06 3.04891e-05
0.464 -1.19701e-05 2.79047e-05 -2.55732e-06 3.04712e-05
0.465 -1.1948e-05 2.78975e-05 -2.55514e-06 3.04558e-05
0.466 -1.19249e-05 2.78889e-05 -2.55208e-06 3.04386e-05
0.467 -1.19069e-05 2.78828e-05 -2.54999e-06 3.04257e-05
0.468 -1.18939e-05 2.78791e-05 -2.5489e-06 3.04172e-05
0.469 -1.18712e-05 2.787e-05 -2.54587e-06 3.03998e-05
0.47 -1.18586e-05 2.78663e-05 -2.54473e-06 3.03913e-05
0.471 -1.18452e-05 2.78607e-05 -2.5428e-06 3.03808e-05
0.472 -1.18336e-05 2.78576e-05 -2.54177e-06 3.03734e-05
0.473 -1.18202e-05 2.78525e-05 -2.53985e-06 3.03633e-05
0.474 -1.18083e-05 2.78493e-05 -2.53884e-06 3.03557e-05
0.475 -1.17959e-05 2.78442e-05 -2.53692e-06 3.0346e-05
0.476 -1.17852e-05 2.78414e-05 -2.53595e-06 3.03392e-05
0.477 -1.17746e-05 2.78372e-05 -2.53417e-06 3.0331e-05
0.478 -1.17657e-05 2.78352e-05 -2.53329e-06 3.03257e-05
0.479 -1.17556e-05 2.78318e-05 -2.5317e-06 3.03185e-05
0.48 -1.17478e-05 2.78299e-05 -2.53089e-06 3.03137e-05
0.481 -1.17392e-05 2.78269e-05 -2.52948e-06 3.03075e-05
0.482 -1.17324e-05 2.78259e-05 -2.52861e-06 3.03038e-05
0.483 -1.17251e-05 2.78235e-05 -2.5273e-06 3.02987e-05
0.484 -1.17188e-05 2.78226e-05 -2.5265e-06 3.02954e-05
0.485 -1.17121e-05 2.78208e-05 -2.52524e-06 3.0291e-05
0.486 -1.17064e-05 2.782e-05 -2.52448e-06 3.0288e-05
0.487 -1.17007e-05 2.78182e-05 -2.52332e-06 3.02841e-05
0.488 -1.16953e-05 2.78176e-05 -2.52245e-06 3.02814e-05
0.489 -1.16898e-05 2.78162e-05 -2.52138e-06 3.02779e-05
0.49 -1.16848e-05 2.78159e-05 -2.52054e-06 3.02756e-05
0.491 -1.16796e-05 2.78148e-05 -2.51945e-06 3.02725e-05
0.492 -1.16747e-05 2.78146e-05 -2.51867e-06 3.02703e-05
0.493 -1.16695e-05 2.78131e-05 -2.51758e-06 3.02669e-05
0.494 -1.16646e-05 2.7813e-05 -2.51683e-06 3.02649e-05
0.495 -1.16595e-05 2.78116e-05 -2.51576e-06 3.02615e-05
0.496 -1.16547e-05 2.78115e-05 -2.515e-06 3.02595e-05
0.497 -1.16492e-05 2.78104e-05 -2.51393e-06 3.02563e-05
0.498 -1.16442e-05 2.78098e-05 -2.51326e-06 3.02537e-05
0.499 -1.16387e-05 2.78084e-05 -2.5122e-06 3.02503e-05
