# Region type : patch ac_inlet
# Faces         : 5
# Area          : 2.40000000e-06
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)
5.77            	1.13794608e+00
5.78            	1.13925698e+00
5.79            	1.14056789e+00
5.8             	1.14187878e+00
5.81            	1.14318967e+00
5.82            	1.14450057e+00
5.83            	1.14581146e+00
5.84            	1.14712236e+00
5.85            	1.14843324e+00
5.86            	1.14974414e+00
5.87            	1.15105504e+00
5.88            	1.15236594e+00
5.89            	1.15367683e+00
5.9             	1.15498772e+00
5.91            	1.15629862e+00
5.92            	1.15760951e+00
5.93            	1.15892042e+00
5.94            	1.16023131e+00
5.95            	1.16154220e+00
5.96            	1.16285309e+00
5.97            	1.16416400e+00
5.98            	1.16547488e+00
5.99            	1.16678577e+00
6               	1.16809668e+00
6.01            	1.16677233e+00
6.02            	1.16633935e+00
6.03            	1.16619542e+00
6.04            	1.16614747e+00
6.05            	1.16613149e+00
6.06            	1.16612615e+00
6.07            	1.16612438e+00
6.08            	1.16612377e+00
6.09            	1.16612377e+00
6.1             	1.16612344e+00
6.11            	1.16612344e+00
6.12            	1.16612344e+00
6.13            	1.16612344e+00
6.14            	1.16612344e+00
6.15            	1.16612344e+00
6.16            	1.16612344e+00
6.17            	1.16612344e+00
6.18            	1.16612344e+00
6.19            	1.16612344e+00
6.2             	1.16612344e+00
6.21            	1.16612344e+00
6.22            	1.16612344e+00
6.23            	1.16612344e+00
6.24            	1.16612344e+00
6.25            	1.16612344e+00
6.26            	1.16612344e+00
6.27            	1.16612344e+00
6.28            	1.16612344e+00
6.29            	1.16612344e+00
6.3             	1.16612344e+00
6.31            	1.16612344e+00
6.32            	1.16612344e+00
6.33            	1.16612344e+00
6.34            	1.16612344e+00
6.35            	1.16612344e+00
6.36            	1.16612344e+00
6.37            	1.16612344e+00
6.38            	1.16612344e+00
6.39            	1.16612344e+00
6.4             	1.16612344e+00
6.41            	1.16612344e+00
6.42            	1.16612344e+00
6.43            	1.16612344e+00
6.44            	1.16612344e+00
6.45            	1.16612344e+00
6.46            	1.16612344e+00
6.47            	1.16612344e+00
6.48            	1.16612344e+00
6.49            	1.16612344e+00
6.5             	1.16612344e+00
6.51            	1.16612344e+00
6.52            	1.16612344e+00
6.53            	1.16612344e+00
6.54            	1.16612344e+00
6.55            	1.16612344e+00
6.56            	1.16612344e+00
6.57            	1.16612344e+00
6.58            	1.16612344e+00
6.59            	1.16612344e+00
6.6             	1.16612344e+00
6.61            	1.16612344e+00
6.62            	1.16612344e+00
6.63            	1.16612344e+00
6.64            	1.16612344e+00
6.65            	1.16612344e+00
6.66            	1.16612344e+00
6.67            	1.16612344e+00
6.68            	1.16612344e+00
6.69            	1.16612344e+00
6.7             	1.16612344e+00
6.71            	1.16612344e+00
6.72            	1.16612344e+00
6.73            	1.16612344e+00
6.74            	1.16612344e+00
6.75            	1.16612344e+00
6.76            	1.16612344e+00
6.77            	1.16612344e+00
6.78            	1.16612344e+00
6.79            	1.16612344e+00
6.8             	1.16612344e+00
6.81            	1.16612344e+00
6.82            	1.16612344e+00
6.83            	1.16612344e+00
6.84            	1.16612344e+00
6.85            	1.16612344e+00
6.86            	1.16612344e+00
6.87            	1.16612344e+00
6.88            	1.16612344e+00
6.89            	1.16612344e+00
6.9             	1.16612344e+00
6.91            	1.16612344e+00
6.92            	1.16612344e+00
6.93            	1.16612344e+00
6.94            	1.16612344e+00
6.95            	1.16612344e+00
6.96            	1.16612344e+00
6.97            	1.16612344e+00
6.98            	1.16612344e+00
6.99            	1.16612344e+00
7               	1.16612344e+00
7.01            	1.16612344e+00
7.02            	1.16612344e+00
7.03            	1.16612344e+00
7.04            	1.16612344e+00
7.05            	1.16612344e+00
7.06            	1.16612344e+00
7.07            	1.16612344e+00
7.08            	1.16612344e+00
7.09            	1.16612344e+00
7.1             	1.16612344e+00
7.11            	1.16612344e+00
7.12            	1.16612344e+00
7.13            	1.16612344e+00
7.14            	1.16612344e+00
7.15            	1.16612344e+00
7.16            	1.16612344e+00
7.17            	1.16612344e+00
7.18            	1.16612344e+00
7.19            	1.16612344e+00
7.2             	1.16612344e+00
7.21            	1.16612344e+00
7.22            	1.16612344e+00
7.23            	1.16612344e+00
7.24            	1.16612344e+00
7.25            	1.16612344e+00
7.26            	1.16612344e+00
7.27            	1.16612344e+00
7.28            	1.16612344e+00
7.29            	1.16612344e+00
7.3             	1.16612344e+00
7.31            	1.16612344e+00
7.32            	1.16612344e+00
7.33            	1.16612344e+00
7.34            	1.16612344e+00
7.35            	1.16612344e+00
7.36            	1.16612344e+00
7.37            	1.16612344e+00
7.38            	1.16612344e+00
7.39            	1.16612344e+00
7.4             	1.16612344e+00
7.41            	1.16612344e+00
7.42            	1.16612344e+00
7.43            	1.16612344e+00
7.44            	1.16612344e+00
7.45            	1.16612344e+00
7.46            	1.16612344e+00
7.47            	1.16612344e+00
7.48            	1.16612344e+00
7.49            	1.16612344e+00
7.5             	1.16612344e+00
7.51            	1.16612344e+00
7.52            	1.16612344e+00
7.53            	1.16612344e+00
7.54            	1.16612344e+00
7.55            	1.16612344e+00
7.56            	1.16612344e+00
7.57            	1.16612344e+00
7.58            	1.16612344e+00
7.59            	1.16612344e+00
7.6             	1.16612344e+00
7.61            	1.16612344e+00
7.62            	1.16612344e+00
7.63            	1.16612344e+00
7.64            	1.16612344e+00
7.65            	1.16612344e+00
7.66            	1.16612344e+00
7.67            	1.16612344e+00
7.68            	1.16612344e+00
7.69            	1.16612344e+00
7.7             	1.16612344e+00
7.71            	1.16612344e+00
7.72            	1.16612344e+00
7.73            	1.16612344e+00
7.74            	1.16612344e+00
7.75            	1.16612344e+00
7.76            	1.16612344e+00
7.77            	1.16612344e+00
7.78            	1.16612344e+00
7.79            	1.16612344e+00
7.8             	1.16612344e+00
7.81            	1.16612344e+00
7.82            	1.16612344e+00
7.83            	1.16612344e+00
7.84            	1.16612344e+00
7.85            	1.16612344e+00
7.86            	1.16612344e+00
7.87            	1.16612344e+00
7.88            	1.16612344e+00
7.89            	1.16612344e+00
7.9             	1.16612344e+00
7.91            	1.16612344e+00
7.92            	1.16612344e+00
7.93            	1.16612344e+00
7.94            	1.16612344e+00
7.95            	1.16612344e+00
7.96            	1.16612344e+00
7.97            	1.16612344e+00
7.98            	1.16612344e+00
7.99            	1.16612344e+00
8               	1.16612344e+00
8.01            	1.16612344e+00
8.02            	1.16612344e+00
8.03            	1.16612344e+00
8.04            	1.16612344e+00
8.05            	1.16612344e+00
8.06            	1.16612344e+00
8.07            	1.16612344e+00
8.08            	1.16612344e+00
8.09            	1.16612344e+00
8.1             	1.16612344e+00
8.11            	1.16612344e+00
8.12            	1.16612344e+00
8.13            	1.16612344e+00
8.14            	1.16612344e+00
8.15            	1.16612344e+00
8.16            	1.16612344e+00
8.17            	1.16612344e+00
8.18            	1.16612344e+00
8.19            	1.16612344e+00
8.2             	1.16612344e+00
8.21            	1.16612344e+00
8.22            	1.16612344e+00
8.23            	1.16612344e+00
8.24            	1.16612344e+00
8.25            	1.16612344e+00
8.26            	1.16612344e+00
8.27            	1.16612344e+00
8.28            	1.16612344e+00
8.29            	1.16612344e+00
8.3             	1.16612344e+00
8.31            	1.16612344e+00
8.32            	1.16612344e+00
8.33            	1.16612344e+00
8.34            	1.16612344e+00
8.35            	1.16612344e+00
8.36            	1.16612344e+00
8.37            	1.16612344e+00
8.38            	1.16612344e+00
8.39            	1.16612344e+00
8.4             	1.16612344e+00
8.41            	1.16612344e+00
8.42            	1.16612344e+00
8.43            	1.16612344e+00
8.44            	1.16612344e+00
8.45            	1.16612344e+00
8.46            	1.16612344e+00
8.47            	1.16612344e+00
8.48            	1.16612344e+00
8.49            	1.16612344e+00
8.5             	1.16612344e+00
8.51            	1.16612344e+00
8.52            	1.16612344e+00
8.53            	1.16612344e+00
