# Time Dx Dy Dz magD
0.001 -2.06623e-08 9.69678e-09 -1.73783e-09 2.28906e-08
0.002 -4.98548e-08 2.3394e-08 -4.26959e-09 5.5236e-08
0.003 -8.53665e-08 4.02501e-08 -7.07913e-09 9.46447e-08
0.004 -1.25583e-07 5.88093e-08 -1.04712e-08 1.39065e-07
0.005 -1.94912e-07 9.15049e-08 -1.68705e-08 2.15982e-07
0.006 -2.93508e-07 1.366e-07 -2.52169e-08 3.24719e-07
0.007 -4.11631e-07 1.91382e-07 -3.55908e-08 4.55339e-07
0.008 -5.31517e-07 2.46089e-07 -4.60571e-08 5.8753e-07
0.009 -6.79643e-07 3.1479e-07 -5.89396e-08 7.5132e-07
0.01 -8.61412e-07 3.99451e-07 -7.57319e-08 9.52537e-07
0.011 -1.06476e-06 4.94304e-07 -9.35921e-08 1.17763e-06
0.012 -1.27505e-06 5.91403e-07 -1.1199e-07 1.40998e-06
0.013 -1.49526e-06 6.94046e-07 -1.32135e-07 1.65377e-06
0.014 -1.75764e-06 8.15608e-07 -1.56114e-07 1.94394e-06
0.015 -2.02536e-06 9.4456e-07 -1.80593e-07 2.24208e-06
0.016 -2.32489e-06 1.08154e-06 -2.0678e-07 2.57247e-06
0.017 -2.62122e-06 1.22299e-06 -2.35855e-07 2.90209e-06
0.018 -2.955e-06 1.37682e-06 -2.66079e-07 3.27085e-06
0.019 -3.31039e-06 1.54364e-06 -2.99709e-07 3.66488e-06
0.02 -3.68901e-06 1.72148e-06 -3.34002e-07 4.08458e-06
0.021 -4.06743e-06 1.89901e-06 -3.70314e-07 4.50415e-06
0.022 -4.47024e-06 2.08639e-06 -4.08805e-07 4.95007e-06
0.023 -4.89959e-06 2.28703e-06 -4.51072e-07 5.42586e-06
0.024 -5.36275e-06 2.50285e-06 -4.95442e-07 5.93875e-06
0.025 -5.82981e-06 2.71909e-06 -5.38576e-07 6.45525e-06
0.026 -6.30989e-06 2.94889e-06 -5.85042e-07 6.98949e-06
0.027 -6.80121e-06 3.17768e-06 -6.31779e-07 7.53347e-06
0.028 -7.32698e-06 3.42194e-06 -6.80601e-07 8.11527e-06
0.029 -7.87346e-06 3.67978e-06 -7.31795e-07 8.72168e-06
0.03 -8.41741e-06 3.93829e-06 -7.82381e-07 9.32604e-06
0.031 -8.98506e-06 4.2015e-06 -8.34813e-07 9.95393e-06
0.032 -9.57984e-06 4.48402e-06 -8.91142e-07 1.06148e-05
0.033 -1.0152e-05 4.75683e-06 -9.47191e-07 1.12511e-05
0.034 -1.07702e-05 5.05072e-06 -1.00653e-06 1.19382e-05
0.035 -1.14044e-05 5.34465e-06 -1.06615e-06 1.26397e-05
0.036 -1.20884e-05 5.66586e-06 -1.13131e-06 1.33981e-05
0.037 -1.2684e-05 5.95568e-06 -1.19142e-06 1.40632e-05
0.038 -1.33432e-05 6.26379e-06 -1.25333e-06 1.47935e-05
0.039 -1.39976e-05 6.57551e-06 -1.316e-06 1.5521e-05
0.04 -1.47085e-05 6.90877e-06 -1.38438e-06 1.63092e-05
0.041 -1.54133e-05 7.23729e-06 -1.44993e-06 1.70895e-05
0.042 -1.60997e-05 7.57036e-06 -1.51708e-06 1.78553e-05
0.043 -1.68155e-05 7.90919e-06 -1.58369e-06 1.865e-05
0.044 -1.75496e-05 8.25487e-06 -1.65263e-06 1.94644e-05
0.045 -1.82923e-05 8.61179e-06 -1.72133e-06 2.02912e-05
0.046 -1.90292e-05 8.96116e-06 -1.78956e-06 2.11096e-05
0.047 -1.97733e-05 9.32363e-06 -1.86248e-06 2.19404e-05
0.048 -2.05772e-05 9.69855e-06 -1.93592e-06 2.28305e-05
0.049 -2.13462e-05 1.00674e-05 -2.01311e-06 2.36869e-05
0.05 -2.21316e-05 1.04507e-05 -2.09065e-06 2.45641e-05
0.051 -2.29092e-05 1.08173e-05 -2.16477e-06 2.5427e-05
0.052 -2.36666e-05 1.11761e-05 -2.23594e-06 2.62681e-05
0.053 -2.44317e-05 1.15442e-05 -2.30925e-06 2.71203e-05
0.054 -2.52911e-05 1.19606e-05 -2.39452e-06 2.80789e-05
0.055 -2.60215e-05 1.23186e-05 -2.46751e-06 2.88956e-05
0.056 -2.68305e-05 1.27089e-05 -2.54737e-06 2.97974e-05
0.057 -2.75791e-05 1.30641e-05 -2.61834e-06 3.0629e-05
0.058 -2.8389e-05 1.34486e-05 -2.6943e-06 3.15287e-05
0.059 -2.91924e-05 1.38397e-05 -2.7733e-06 3.24256e-05
0.06 -2.99527e-05 1.42009e-05 -2.84617e-06 3.32706e-05
0.061 -3.06888e-05 1.45658e-05 -2.91629e-06 3.4095e-05
0.062 -3.14456e-05 1.49306e-05 -2.98761e-06 3.49381e-05
0.063 -3.21925e-05 1.52979e-05 -3.05945e-06 3.57736e-05
0.064 -3.29395e-05 1.56577e-05 -3.13007e-06 3.66056e-05
0.065 -3.36976e-05 1.60248e-05 -3.20245e-06 3.74511e-05
0.066 -3.44298e-05 1.63834e-05 -3.27478e-06 3.82695e-05
0.067 -3.51692e-05 1.67498e-05 -3.34886e-06 3.90979e-05
0.068 -3.58624e-05 1.70912e-05 -3.41685e-06 3.98735e-05
0.069 -3.65871e-05 1.7446e-05 -3.48861e-06 4.06835e-05
0.07 -3.73147e-05 1.78006e-05 -3.55893e-06 4.1496e-05
0.071 -3.79514e-05 1.81151e-05 -3.62055e-06 4.22087e-05
0.072 -3.85923e-05 1.84336e-05 -3.68435e-06 4.29271e-05
0.073 -3.92361e-05 1.87526e-05 -3.74681e-06 4.36483e-05
0.074 -3.98644e-05 1.90683e-05 -3.8115e-06 4.43542e-05
0.075 -4.0474e-05 1.93789e-05 -3.87237e-06 4.50409e-05
0.076 -4.10278e-05 1.96624e-05 -3.93066e-06 4.56655e-05
0.077 -4.16067e-05 1.99552e-05 -3.9871e-06 4.63165e-05
0.078 -4.21455e-05 2.02284e-05 -4.04031e-06 4.69228e-05
0.079 -4.26578e-05 2.04887e-05 -4.09042e-06 4.74996e-05
0.08 -4.31462e-05 2.0743e-05 -4.13885e-06 4.8052e-05
0.081 -4.36292e-05 2.0992e-05 -4.18579e-06 4.85972e-05
0.082 -4.40674e-05 2.12225e-05 -4.22915e-06 4.90939e-05
0.083 -4.44933e-05 2.14472e-05 -4.27138e-06 4.9577e-05
0.084 -4.48685e-05 2.1647e-05 -4.31009e-06 5.00035e-05
0.085 -4.52324e-05 2.18428e-05 -4.34681e-06 5.0418e-05
0.086 -4.55857e-05 2.20341e-05 -4.38161e-06 5.08208e-05
0.087 -4.59143e-05 2.22153e-05 -4.41368e-06 5.11969e-05
0.088 -4.61915e-05 2.23742e-05 -4.44265e-06 5.1517e-05
0.089 -4.64438e-05 2.25207e-05 -4.46944e-06 5.18091e-05
0.09 -4.66763e-05 2.26609e-05 -4.49382e-06 5.20806e-05
0.091 -4.68936e-05 2.27917e-05 -4.51671e-06 5.23342e-05
0.092 -4.70885e-05 2.29191e-05 -4.5375e-06 5.25661e-05
0.093 -4.67054e-05 2.30263e-05 -4.5546e-06 5.22719e-05
0.094 -4.54407e-05 2.30475e-05 -4.55718e-06 5.11548e-05
0.095 -4.42963e-05 2.30751e-05 -4.56168e-06 5.0154e-05
0.096 -4.45426e-05 2.32296e-05 -4.59264e-06 5.04456e-05
0.097 -4.47217e-05 2.33501e-05 -4.6142e-06 5.06611e-05
0.098 -4.48537e-05 2.34464e-05 -4.6294e-06 5.08235e-05
0.099 -4.4498e-05 2.35147e-05 -4.63869e-06 5.05423e-05
0.1 -4.34385e-05 2.35322e-05 -4.62913e-06 4.96195e-05
0.101 -4.24438e-05 2.35538e-05 -4.6154e-06 4.87602e-05
0.102 -4.2004e-05 2.35872e-05 -4.6215e-06 4.83947e-05
0.103 -4.22121e-05 2.37234e-05 -4.64827e-06 4.86443e-05
0.104 -4.23721e-05 2.38322e-05 -4.66682e-06 4.88379e-05
0.105 -4.25083e-05 2.39324e-05 -4.67813e-06 4.90061e-05
0.106 -4.26345e-05 2.40254e-05 -4.68515e-06 4.91617e-05
0.107 -4.23776e-05 2.41145e-05 -4.69232e-06 4.89836e-05
0.108 -4.14575e-05 2.41316e-05 -4.6809e-06 4.81972e-05
0.109 -4.10372e-05 2.41626e-05 -4.66754e-06 4.78505e-05
0.11 -4.12767e-05 2.43087e-05 -4.69231e-06 4.81321e-05
0.111 -4.14905e-05 2.44434e-05 -4.71381e-06 4.83856e-05
0.112 -4.16849e-05 2.45661e-05 -4.72993e-06 4.86158e-05
0.113 -4.18661e-05 2.46809e-05 -4.74235e-06 4.88304e-05
0.114 -4.20506e-05 2.47976e-05 -4.75525e-06 4.90488e-05
0.115 -4.22304e-05 2.49131e-05 -4.76762e-06 4.92626e-05
0.116 -4.2419e-05 2.50321e-05 -4.78035e-06 4.94856e-05
0.117 -4.26062e-05 2.51491e-05 -4.79345e-06 4.97066e-05
0.118 -4.27973e-05 2.52705e-05 -4.80539e-06 4.99329e-05
0.119 -4.29924e-05 2.53945e-05 -4.81825e-06 5.01642e-05
0.12 -4.31933e-05 2.55196e-05 -4.83184e-06 5.0401e-05
0.121 -4.33938e-05 2.56447e-05 -4.84517e-06 5.06374e-05
0.122 -4.35989e-05 2.57748e-05 -4.85799e-06 5.08803e-05
0.123 -4.38107e-05 2.59059e-05 -4.87234e-06 5.11296e-05
0.124 -4.40204e-05 2.60389e-05 -4.88585e-06 5.1378e-05
0.125 -4.42329e-05 2.61714e-05 -4.90071e-06 5.16286e-05
0.126 -4.44474e-05 2.63062e-05 -4.91484e-06 5.1882e-05
0.127 -4.46604e-05 2.6441e-05 -4.92922e-06 5.21342e-05
0.128 -4.48703e-05 2.65752e-05 -4.94276e-06 5.23833e-05
0.129 -4.50829e-05 2.67109e-05 -4.95584e-06 5.26356e-05
0.13 -4.52943e-05 2.68456e-05 -4.97045e-06 5.28863e-05
0.131 -4.55038e-05 2.69784e-05 -4.98426e-06 5.31345e-05
0.132 -4.57092e-05 2.71109e-05 -4.99868e-06 5.3379e-05
0.133 -4.59091e-05 2.72405e-05 -5.0128e-06 5.36173e-05
0.134 -4.61073e-05 2.73698e-05 -5.0252e-06 5.38539e-05
0.135 -4.63028e-05 2.74917e-05 -5.03663e-06 5.40843e-05
0.136 -4.64825e-05 2.76147e-05 -5.05071e-06 5.4302e-05
0.137 -4.66668e-05 2.77379e-05 -5.06276e-06 5.45235e-05
0.138 -4.68451e-05 2.78611e-05 -5.07339e-06 5.47398e-05
0.139 -4.7019e-05 2.79823e-05 -5.08371e-06 5.49512e-05
0.14 -4.7176e-05 2.80969e-05 -5.09155e-06 5.51447e-05
0.141 -4.68686e-05 2.81973e-05 -5.09905e-06 5.49341e-05
0.142 -4.55955e-05 2.82199e-05 -5.10071e-06 5.3864e-05
0.143 -4.50665e-05 2.8259e-05 -5.10575e-06 5.34381e-05
0.144 -4.53266e-05 2.84212e-05 -5.12628e-06 5.37452e-05
0.145 -4.55229e-05 2.85517e-05 -5.14244e-06 5.39813e-05
0.146 -4.56893e-05 2.86628e-05 -5.15008e-06 5.41811e-05
0.147 -4.54451e-05 2.87654e-05 -5.15677e-06 5.40306e-05
0.148 -4.43143e-05 2.87841e-05 -5.12613e-06 5.30901e-05
0.149 -4.33826e-05 2.88071e-05 -5.11233e-06 5.23262e-05
0.15 -4.25414e-05 2.88335e-05 -5.09705e-06 5.16441e-05
0.151 -4.27583e-05 2.89796e-05 -5.11824e-06 5.19065e-05
0.152 -4.29197e-05 2.90949e-05 -5.13004e-06 5.2105e-05
0.153 -4.24074e-05 2.91553e-05 -5.06856e-06 5.17118e-05
0.154 -4.15382e-05 2.91691e-05 -5.13476e-06 5.1016e-05
0.155 -4.0831e-05 2.91855e-05 -5.19608e-06 5.04575e-05
0.156 -4.01506e-05 2.92034e-05 -5.16779e-06 4.99161e-05
0.157 -3.95148e-05 2.9222e-05 -5.13969e-06 4.94142e-05
0.158 -3.89287e-05 2.92402e-05 -5.11198e-06 4.89547e-05
0.159 -3.83775e-05 2.9258e-05 -5.135e-06 4.85307e-05
0.16 -3.78623e-05 2.92763e-05 -5.1595e-06 4.81381e-05
0.161 -3.6617e-05 2.9501e-05 -5.276e-06 4.73175e-05
0.162 -3.61501e-05 2.94985e-05 -5.31721e-06 4.69602e-05
0.163 -3.5694e-05 2.94916e-05 -5.35104e-06 4.66095e-05
0.164 -3.51586e-05 2.94856e-05 -5.37838e-06 4.62002e-05
0.165 -3.46617e-05 2.94811e-05 -5.39777e-06 4.58225e-05
0.166 -3.44227e-05 2.94788e-05 -5.4177e-06 4.56429e-05
0.167 -3.41151e-05 2.94802e-05 -5.43337e-06 4.54141e-05
0.168 -3.39799e-05 2.94866e-05 -5.46191e-06 4.53203e-05
0.169 -3.3767e-05 2.95255e-05 -5.42552e-06 4.51819e-05
0.17 -3.35654e-05 2.95627e-05 -5.37865e-06 4.50501e-05
0.171 -3.33329e-05 2.95547e-05 -5.3137e-06 4.48642e-05
0.172 -3.31703e-05 2.95472e-05 -5.26061e-06 4.47323e-05
0.173 -3.29996e-05 2.95364e-05 -5.20721e-06 4.45925e-05
0.174 -3.27458e-05 2.95386e-05 -5.10275e-06 4.43943e-05
0.175 -3.24088e-05 2.95477e-05 -4.9995e-06 4.41406e-05
0.176 -3.21001e-05 2.9542e-05 -4.92273e-06 4.39019e-05
0.177 -3.20287e-05 2.95184e-05 -4.88365e-06 4.38295e-05
0.178 -3.18692e-05 2.95023e-05 -4.83419e-06 4.36967e-05
0.179 -3.15455e-05 2.94927e-05 -4.74234e-06 4.34446e-05
0.18 -3.13677e-05 2.94914e-05 -4.67486e-06 4.33074e-05
0.181 -3.12432e-05 2.946e-05 -4.64023e-06 4.31922e-05
0.182 -3.11315e-05 2.94292e-05 -4.6141e-06 4.30875e-05
0.183 -3.09362e-05 2.94123e-05 -4.56397e-06 4.29297e-05
0.184 -3.07069e-05 2.93737e-05 -4.5076e-06 4.27323e-05
0.185 -3.04827e-05 2.9352e-05 -4.45567e-06 4.2551e-05
0.186 -3.03034e-05 2.93145e-05 -4.41041e-06 4.2392e-05
0.187 -3.00742e-05 2.92777e-05 -4.3628e-06 4.21981e-05
0.188 -2.98307e-05 2.9235e-05 -4.31214e-06 4.19898e-05
0.189 -2.96449e-05 2.91953e-05 -4.27422e-06 4.18265e-05
0.19 -2.94503e-05 2.91553e-05 -4.23383e-06 4.16567e-05
0.191 -2.92622e-05 2.91161e-05 -4.19634e-06 4.14926e-05
0.192 -2.90717e-05 2.90722e-05 -4.15665e-06 4.13235e-05
0.193 -2.88825e-05 2.90293e-05 -4.11814e-06 4.11566e-05
0.194 -2.87345e-05 2.89886e-05 -4.09688e-06 4.10219e-05
0.195 -2.84781e-05 2.89428e-05 -4.04663e-06 4.08052e-05
0.196 -2.83285e-05 2.89057e-05 -4.02694e-06 4.06726e-05
0.197 -2.81725e-05 2.88616e-05 -4.00506e-06 4.05305e-05
0.198 -2.80129e-05 2.88167e-05 -3.98315e-06 4.03855e-05
0.199 -2.78474e-05 2.87689e-05 -3.9595e-06 4.02344e-05
0.2 -2.76814e-05 2.87231e-05 -3.93763e-06 4.00847e-05
0.201 -2.75196e-05 2.86755e-05 -3.91582e-06 3.99367e-05
0.202 -2.73482e-05 2.8625e-05 -3.89272e-06 3.97803e-05
0.203 -2.71855e-05 2.85769e-05 -3.87075e-06 3.96317e-05
0.204 -2.70186e-05 2.85278e-05 -3.84805e-06 3.94797e-05
0.205 -2.68508e-05 2.84791e-05 -3.82529e-06 3.93275e-05
0.206 -2.66789e-05 2.84279e-05 -3.80148e-06 3.9171e-05
0.207 -2.64991e-05 2.83744e-05 -3.7793e-06 3.90075e-05
0.208 -2.63312e-05 2.83233e-05 -3.7571e-06 3.88544e-05
0.209 -2.61605e-05 2.8272e-05 -3.73415e-06 3.86991e-05
0.21 -2.59834e-05 2.82179e-05 -3.71227e-06 3.85379e-05
0.211 -2.58083e-05 2.81627e-05 -3.68837e-06 3.83772e-05
0.212 -2.56389e-05 2.81103e-05 -3.66659e-06 3.82228e-05
0.213 -2.5458e-05 2.80566e-05 -3.6428e-06 3.80599e-05
0.214 -2.52878e-05 2.80046e-05 -3.62074e-06 3.79057e-05
0.215 -2.51118e-05 2.79508e-05 -3.59652e-06 3.77463e-05
0.216 -2.49448e-05 2.7901e-05 -3.57359e-06 3.75962e-05
0.217 -2.4772e-05 2.78479e-05 -3.55097e-06 3.74402e-05
0.218 -2.46032e-05 2.77964e-05 -3.52847e-06 3.72882e-05
0.219 -2.44349e-05 2.77447e-05 -3.50575e-06 3.71366e-05
0.22 -2.42677e-05 2.76938e-05 -3.48396e-06 3.69866e-05
0.221 -2.40872e-05 2.7639e-05 -3.46135e-06 3.68251e-05
0.222 -2.39156e-05 2.75858e-05 -3.43897e-06 3.66709e-05
0.223 -2.37558e-05 2.75367e-05 -3.41779e-06 3.65279e-05
0.224 -2.35935e-05 2.74864e-05 -3.39674e-06 3.63826e-05
0.225 -2.34325e-05 2.74375e-05 -3.37539e-06 3.62394e-05
0.226 -2.32611e-05 2.73864e-05 -3.3535e-06 3.6088e-05
0.227 -2.31011e-05 2.73381e-05 -3.33147e-06 3.59462e-05
0.228 -2.29466e-05 2.72929e-05 -3.3107e-06 3.58108e-05
0.229 -2.27942e-05 2.72472e-05 -3.29106e-06 3.56765e-05
0.23 -2.26409e-05 2.72013e-05 -3.27156e-06 3.55419e-05
0.231 -2.2491e-05 2.71565e-05 -3.25177e-06 3.54104e-05
0.232 -2.23482e-05 2.71142e-05 -3.23368e-06 3.52856e-05
0.233 -2.21947e-05 2.70691e-05 -3.21303e-06 3.5152e-05
0.234 -2.20462e-05 2.70276e-05 -3.19301e-06 3.50245e-05
0.235 -2.18996e-05 2.69851e-05 -3.17365e-06 3.48979e-05
0.236 -2.17585e-05 2.69459e-05 -3.15448e-06 3.47773e-05
0.237 -2.16294e-05 2.69096e-05 -3.13713e-06 3.4667e-05
0.238 -2.14934e-05 2.68723e-05 -3.1186e-06 3.45516e-05
0.239 -2.13676e-05 2.68375e-05 -3.1018e-06 3.44449e-05
0.24 -2.12481e-05 2.68055e-05 -3.08567e-06 3.43444e-05
0.241 -2.11316e-05 2.67743e-05 -3.0697e-06 3.42466e-05
0.242 -2.10219e-05 2.6745e-05 -3.05478e-06 3.41548e-05
0.243 -2.09046e-05 2.67134e-05 -3.03902e-06 3.40564e-05
0.244 -2.07975e-05 2.66851e-05 -3.02429e-06 3.39673e-05
0.245 -2.07018e-05 2.66608e-05 -3.01106e-06 3.38884e-05
0.246 -2.0614e-05 2.66377e-05 -2.99975e-06 3.38157e-05
0.247 -2.05158e-05 2.66115e-05 -2.98657e-06 3.37341e-05
0.248 -2.04251e-05 2.65883e-05 -2.97434e-06 3.36596e-05
0.249 -2.0354e-05 2.65702e-05 -2.9647e-06 3.36014e-05
0.25 -2.02767e-05 2.65502e-05 -2.95467e-06 3.35379e-05
0.251 -2.0207e-05 2.65326e-05 -2.94534e-06 3.3481e-05
0.252 -2.01297e-05 2.65127e-05 -2.93548e-06 3.34178e-05
0.253 -2.00731e-05 2.64983e-05 -2.92775e-06 3.33715e-05
0.254 -2.00183e-05 2.64849e-05 -2.92054e-06 3.33273e-05
0.255 -1.99686e-05 2.64722e-05 -2.91411e-06 3.32868e-05
0.256 -1.99124e-05 2.64581e-05 -2.90652e-06 3.32412e-05
0.257 -1.98748e-05 2.64488e-05 -2.90182e-06 3.32109e-05
0.258 -1.98451e-05 2.64417e-05 -2.89772e-06 3.31872e-05
0.259 -1.98136e-05 2.64339e-05 -2.89374e-06 3.31618e-05
0.26 -1.97952e-05 2.64294e-05 -2.89133e-06 3.3147e-05
0.261 -1.97579e-05 2.64197e-05 -2.88634e-06 3.31166e-05
0.262 -1.97389e-05 2.6415e-05 -2.88406e-06 3.31013e-05
0.263 -1.97227e-05 2.64117e-05 -2.88183e-06 3.30888e-05
0.264 -1.97057e-05 2.64078e-05 -2.87935e-06 3.30754e-05
0.265 -1.96904e-05 2.64046e-05 -2.87726e-06 3.30635e-05
0.266 -1.96743e-05 2.6401e-05 -2.8748e-06 3.30508e-05
0.267 -1.96419e-05 2.64171e-05 -2.85921e-06 3.3043e-05
0.268 -1.95741e-05 2.64662e-05 -2.85004e-06 3.30413e-05
0.269 -1.95415e-05 2.64976e-05 -2.83347e-06 3.30458e-05
0.27 -1.94762e-05 2.66357e-05 -2.84573e-06 3.31192e-05
0.271 -1.9447e-05 2.68459e-05 -2.82819e-06 3.32699e-05
0.272 -1.93868e-05 2.69665e-05 -2.86728e-06 3.33356e-05
0.273 -1.93627e-05 2.70797e-05 -2.9543e-06 3.34208e-05
0.274 -1.93077e-05 2.71911e-05 -3.0017e-06 3.34836e-05
0.275 -1.92802e-05 2.72184e-05 -3.09577e-06 3.34986e-05
0.276 -1.92333e-05 2.72432e-05 -3.14041e-06 3.34959e-05
0.277 -1.92138e-05 2.72563e-05 -3.21722e-06 3.35027e-05
0.278 -1.91673e-05 2.72852e-05 -3.24712e-06 3.35025e-05
0.279 -1.91528e-05 2.7288e-05 -3.28704e-06 3.35003e-05
0.28 -1.91332e-05 2.72922e-05 -3.28128e-06 3.34919e-05
0.281 -1.91389e-05 2.72963e-05 -3.27015e-06 3.34974e-05
0.282 -1.91451e-05 2.73012e-05 -3.26957e-06 3.3505e-05
0.283 -1.91531e-05 2.73061e-05 -3.26887e-06 3.35134e-05
0.284 -1.91624e-05 2.73127e-05 -3.26844e-06 3.3524e-05
0.285 -1.91785e-05 2.73226e-05 -3.26756e-06 3.35413e-05
0.286 -1.91956e-05 2.73347e-05 -3.26725e-06 3.35609e-05
0.287 -1.92165e-05 2.73485e-05 -3.26654e-06 3.35839e-05
0.288 -1.92403e-05 2.73637e-05 -3.26501e-06 3.36099e-05
0.289 -1.92649e-05 2.73807e-05 -3.26479e-06 3.36378e-05
0.29 -1.92861e-05 2.7395e-05 -3.26426e-06 3.36615e-05
0.291 -1.93107e-05 2.74118e-05 -3.26309e-06 3.36891e-05
0.292 -1.93357e-05 2.74296e-05 -3.26358e-06 3.3718e-05
0.293 -1.9364e-05 2.74495e-05 -3.26291e-06 3.37503e-05
0.294 -1.93884e-05 2.74663e-05 -3.26167e-06 3.37779e-05
0.295 -1.9414e-05 2.74852e-05 -3.26242e-06 3.3808e-05
0.296 -1.94426e-05 2.75058e-05 -3.26189e-06 3.38411e-05
0.297 -1.94677e-05 2.75229e-05 -3.26092e-06 3.38694e-05
0.298 -1.94943e-05 2.75426e-05 -3.262e-06 3.39008e-05
0.299 -1.95269e-05 2.75651e-05 -3.26139e-06 3.39378e-05
0.3 -1.95526e-05 2.75842e-05 -3.26206e-06 3.39681e-05
0.301 -1.95823e-05 2.76058e-05 -3.2623e-06 3.40028e-05
0.302 -1.96122e-05 2.76275e-05 -3.26249e-06 3.40376e-05
0.303 -1.96418e-05 2.76492e-05 -3.26238e-06 3.40723e-05
0.304 -1.96682e-05 2.76675e-05 -3.26197e-06 3.41023e-05
0.305 -1.97021e-05 2.76927e-05 -3.26293e-06 3.41425e-05
0.306 -1.97287e-05 2.771e-05 -3.26245e-06 3.41718e-05
0.307 -1.97592e-05 2.77332e-05 -3.26322e-06 3.42082e-05
0.308 -1.97931e-05 2.77592e-05 -3.26438e-06 3.4249e-05
0.309 -1.98224e-05 2.77804e-05 -3.26466e-06 3.42832e-05
0.31 -1.98491e-05 2.77983e-05 -3.26415e-06 3.43131e-05
0.311 -1.98829e-05 2.78243e-05 -3.26528e-06 3.43538e-05
0.312 -1.99093e-05 2.78419e-05 -3.26491e-06 3.43833e-05
0.313 -1.994e-05 2.78631e-05 -3.26552e-06 3.44184e-05
0.314 -1.99702e-05 2.78864e-05 -3.26635e-06 3.44547e-05
0.315 -1.99972e-05 2.79069e-05 -3.26778e-06 3.44871e-05
0.316 -2.00277e-05 2.7929e-05 -3.26807e-06 3.45228e-05
0.317 -2.0058e-05 2.79512e-05 -3.26899e-06 3.45584e-05
0.318 -2.00841e-05 2.79684e-05 -3.26902e-06 3.45875e-05
0.319 -2.01138e-05 2.79911e-05 -3.26992e-06 3.46231e-05
0.32 -2.01403e-05 2.8012e-05 -3.27119e-06 3.46555e-05
0.321 -2.01694e-05 2.8033e-05 -3.27184e-06 3.46895e-05
0.322 -2.01954e-05 2.80497e-05 -3.27209e-06 3.47181e-05
0.323 -2.02209e-05 2.80701e-05 -3.27337e-06 3.47495e-05
0.324 -2.0243e-05 2.80864e-05 -3.27388e-06 3.47756e-05
0.325 -2.02692e-05 2.81042e-05 -3.27323e-06 3.48052e-05
0.326 -2.0292e-05 2.81213e-05 -3.27329e-06 3.48323e-05
0.327 -2.03175e-05 2.81419e-05 -3.27475e-06 3.48639e-05
0.328 -2.03362e-05 2.81539e-05 -3.27431e-06 3.48844e-05
0.329 -2.03554e-05 2.81696e-05 -3.27606e-06 3.49084e-05
0.33 -2.03817e-05 2.81859e-05 -3.2757e-06 3.49369e-05
0.331 -2.04035e-05 2.82037e-05 -3.27621e-06 3.4964e-05
0.332 -2.04149e-05 2.82134e-05 -3.2774e-06 3.49787e-05
0.333 -2.04408e-05 2.82316e-05 -3.27772e-06 3.50085e-05
0.334 -2.04587e-05 2.82466e-05 -3.2791e-06 3.50312e-05
0.335 -2.04702e-05 2.82525e-05 -3.27849e-06 3.50426e-05
0.336 -2.04886e-05 2.8268e-05 -3.27979e-06 3.5066e-05
0.337 -2.05033e-05 2.82792e-05 -3.27998e-06 3.50835e-05
0.338 -2.05146e-05 2.82855e-05 -3.27922e-06 3.50951e-05
0.339 -2.05331e-05 2.83012e-05 -3.28136e-06 3.51189e-05
0.34 -2.0544e-05 2.83069e-05 -3.28083e-06 3.51298e-05
0.341 -2.05549e-05 2.83163e-05 -3.28174e-06 3.51437e-05
0.342 -2.05658e-05 2.83231e-05 -3.28147e-06 3.51556e-05
0.343 -2.05766e-05 2.83327e-05 -3.28257e-06 3.51697e-05
0.344 -2.05872e-05 2.83394e-05 -3.28217e-06 3.51813e-05
0.345 -2.05969e-05 2.83482e-05 -3.28357e-06 3.51942e-05
0.346 -2.06063e-05 2.83539e-05 -3.28271e-06 3.52042e-05
0.347 -2.06152e-05 2.83629e-05 -3.28382e-06 3.52168e-05
0.348 -2.0624e-05 2.83685e-05 -3.28342e-06 3.52264e-05
0.349 -2.06317e-05 2.83773e-05 -3.28409e-06 3.52381e-05
0.35 -2.06377e-05 2.83821e-05 -3.2833e-06 3.52454e-05
0.351 -2.06436e-05 2.83894e-05 -3.28358e-06 3.52547e-05
0.352 -2.06112e-05 2.8409e-05 -3.27718e-06 3.5251e-05
0.353 -2.05149e-05 2.84282e-05 -3.26544e-06 3.52092e-05
0.354 -2.03161e-05 2.86105e-05 -3.3222e-06 3.52469e-05
0.355 -2.02243e-05 2.86935e-05 -3.35038e-06 3.52643e-05
0.356 -2.00528e-05 2.88521e-05 -3.40576e-06 3.53009e-05
0.357 -1.99733e-05 2.89246e-05 -3.4335e-06 3.53178e-05
0.358 -1.97549e-05 2.90726e-05 -3.48781e-06 3.53219e-05
0.359 -1.96405e-05 2.9154e-05 -3.505e-06 3.53269e-05
0.36 -1.94845e-05 2.92327e-05 -3.53752e-06 3.53088e-05
0.361 -1.94436e-05 2.92499e-05 -3.53054e-06 3.52998e-05
0.362 -1.94195e-05 2.92682e-05 -3.53116e-06 3.53017e-05
0.363 -1.93691e-05 2.92923e-05 -3.5204e-06 3.5293e-05
0.364 -1.93497e-05 2.9291e-05 -3.49987e-06 3.52792e-05
0.365 -1.93164e-05 2.92884e-05 -3.4934e-06 3.52581e-05
0.366 -1.93071e-05 2.92856e-05 -3.48792e-06 3.52502e-05
0.367 -1.92964e-05 2.9282e-05 -3.48628e-06 3.52412e-05
0.368 -1.92844e-05 2.92776e-05 -3.48443e-06 3.52308e-05
