# Time forceX forceY forceZ normalForce
0.174 3.82016e-05 -0.000208888 2.25453e-05 -0.00792824
0.175 2.18602e-05 -0.00019833 3.63874e-05 -0.00801033
0.176 5.95202e-06 -0.000192133 2.88362e-05 -0.00857364
0.177 2.55703e-06 -0.000193367 4.10245e-05 -0.0084693
0.178 -1.35465e-05 -0.000174718 4.52446e-05 -0.00848352
0.179 -1.63472e-05 -0.000169498 6.40912e-05 -0.0084941
0.18 -6.94152e-06 -0.000185185 3.08938e-05 -0.00858438
0.181 -1.62175e-05 -0.00016622 5.44046e-05 -0.0086159
0.182 -1.32042e-05 -0.000182266 4.32399e-05 -0.00989953
0.183 -2.02503e-05 -0.000169383 6.13839e-05 -0.00848942
0.184 -2.4138e-05 -0.000163335 5.96621e-05 -0.00853398
0.185 -2.43461e-05 -0.000160055 4.58324e-05 -0.00848844
0.186 -2.21548e-05 -0.000153174 4.71153e-05 -0.00864576
0.187 -4.54591e-05 -0.000143535 4.55128e-05 -0.0108873
0.188 -2.94461e-05 -0.000150787 5.21576e-05 -0.00981237
0.189 -1.36164e-05 -0.000155743 4.17601e-05 -0.00870631
0.19 -7.17784e-06 -0.00014535 5.72664e-05 -0.00858084
0.191 -1.46993e-05 -0.000137893 5.50495e-05 -0.00852529
0.192 -3.40857e-05 -0.000132279 4.58476e-05 -0.0116615
0.193 -3.57915e-05 -0.00012756 5.76234e-05 -0.00995959
0.194 -1.7117e-05 -0.000129748 5.94564e-05 -0.00868387
0.195 -1.45399e-05 -0.000132764 6.0722e-05 -0.0085916
0.196 -4.47623e-05 -0.000134739 5.9924e-05 -0.0119966
0.197 -5.48732e-05 -0.000120163 5.48927e-05 -0.0121748
0.198 -5.3248e-05 -0.000124994 5.80612e-05 -0.0112194
0.199 -1.99624e-05 -0.000125536 6.12014e-05 -0.00866677
0.2 -5.63946e-05 -0.000121631 5.8565e-05 -0.0121263
0.201 -1.95644e-05 -0.000119443 6.20733e-05 -0.00862588
0.202 -1.20017e-05 -0.000125748 6.66026e-05 -0.00870468
0.203 -1.62644e-05 -0.000121511 5.30624e-05 -0.00858626
0.204 -1.4279e-05 -0.000133529 4.70076e-05 -0.00868224
0.205 -8.40799e-06 -0.000131038 4.21953e-05 -0.00893495
0.206 -1.71411e-05 -0.000127536 3.89799e-05 -0.00853415
0.207 -1.2047e-05 -0.00012321 3.478e-05 -0.00851956
0.208 2.83413e-06 -0.000150163 3.22555e-05 -0.00875126
0.209 -3.05816e-06 -0.000139282 4.47448e-05 -0.00870142
0.21 -4.11066e-05 -0.00011981 4.79618e-05 -0.0122122
0.211 -2.15806e-06 -0.000140707 3.85294e-05 -0.00825409
0.212 -3.73215e-05 -0.000122866 3.88111e-05 -0.0120619
0.213 -5.27944e-05 -0.000128355 4.60825e-05 -0.0113853
0.214 -9.52682e-06 -0.000135745 4.87795e-05 -0.00858088
0.215 4.14153e-06 -0.00014163 4.1944e-05 -0.00877291
0.216 3.79798e-07 -0.000128854 4.86079e-05 -0.00842517
0.217 1.36067e-06 -0.000136002 5.34196e-05 -0.00836997
0.218 -2.73688e-05 -0.000126434 3.81777e-05 -0.0118792
0.219 6.73366e-06 -0.000138516 3.69409e-05 -0.00864886
0.22 4.91588e-06 -0.000130094 4.91369e-05 -0.00855047
0.221 3.86797e-07 -0.000128516 5.35811e-05 -0.00840802
0.222 -2.27128e-05 -0.000113873 3.89967e-05 -0.0118716
0.223 -3.45718e-05 -0.000120544 4.5556e-05 -0.0105406
0.224 5.53396e-06 -0.000125188 4.47203e-05 -0.00834947
0.225 3.19662e-06 -0.000121904 4.7458e-05 -0.00840643
0.226 1.86211e-05 -0.00013421 3.41185e-05 -0.00806844
0.227 9.61511e-06 -0.00012154 4.85505e-05 -0.0083136
0.228 1.3636e-05 -0.000123618 4.95884e-05 -0.00833155
