  Time  Coordinate0  Coordinate1  Coordinate2  Force0  Force1  Force2
 1.46000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.15326392e-04   2.00631557e-04  -7.60707928e-05
 1.47000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.16770164e-04   2.01195015e-04  -7.62849624e-05
 1.48000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.18145634e-04   2.01731941e-04  -7.64890969e-05
 1.49000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.19197109e-04   2.02142789e-04  -7.66454515e-05
 1.50000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.20248571e-04   2.02553705e-04  -7.68018613e-05
 1.51000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.21300015e-04   2.02964676e-04  -7.69583178e-05
 1.52000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.22351442e-04   2.03375698e-04  -7.71148156e-05
 1.53000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.23045481e-04   2.03647617e-04  -7.72185874e-05
 1.54000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.23664218e-04   2.03890276e-04  -7.73112873e-05
 1.55000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.24282928e-04   2.04132980e-04  -7.74040259e-05
 1.56000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.24901617e-04   2.04375724e-04  -7.74967994e-05
 1.57000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25321421e-04   2.04541017e-04  -7.75602002e-05
 1.58000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25524034e-04   2.04621687e-04  -7.75914920e-05
 1.59000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25726624e-04   2.04702321e-04  -7.76227597e-05
 1.60000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25929206e-04   2.04782937e-04  -7.76540143e-05
 1.61000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.26092642e-04   2.04848284e-04  -7.76794677e-05
 1.62000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25994141e-04   2.04811491e-04  -7.76661351e-05
 1.63000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25895624e-04   2.04774595e-04  -7.76527242e-05
 1.64000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25797121e-04   2.04737631e-04  -7.76392579e-05
 1.65000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25698633e-04   2.04700615e-04  -7.76257491e-05
 1.66000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25478171e-04   2.04616051e-04  -7.75941874e-05
 1.67000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.25223904e-04   2.04518281e-04  -7.75575999e-05
 1.68000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.24969645e-04   2.04420478e-04  -7.75209852e-05
 1.69000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.24715393e-04   2.04322648e-04  -7.74843469e-05
 1.70000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.24396372e-04   2.04199566e-04  -7.74381205e-05
 1.71000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.23993229e-04   2.04043698e-04  -7.73794482e-05
 1.72000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.23590090e-04   2.03887808e-04  -7.73207568e-05
 1.73000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.23186955e-04   2.03731897e-04  -7.72620483e-05
 1.74000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.22771465e-04   2.03571154e-04  -7.72014988e-05
 1.75000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.22226345e-04   2.03359908e-04  -7.71217860e-05
 1.76000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.21681252e-04   2.03148650e-04  -7.70420598e-05
 1.77000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.21136096e-04   2.02937349e-04  -7.69623093e-05
 1.78000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.20590980e-04   2.02726047e-04  -7.68825507e-05
 1.79000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.19947830e-04   2.02476548e-04  -7.67882973e-05
 1.80000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.19270047e-04   2.02213540e-04  -7.66889122e-05
 1.81000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.18592280e-04   2.01950521e-04  -7.65895148e-05
 1.82000000e-01   2.42342551e-03  -1.20708868e-03   2.46674042e-02  -5.17914506e-04   2.01687483e-04  -7.64901034e-05
